406884	136319	15806104	mirlet7b	POSITIVE	DIRECT	DOWN	In particular, we experimentally validate common regulation of Mtpn by miR-375, miR-124 and let-7b and thus provide evidence for coordinate microRNA control in mammals.	In particular , we experimentally validate common regulation of Mtpn by miR-375 , miR-124 and let-7b and thus provide evidence for coordinate microRNA control in mammals .	In particular experimentally validate common regulation Mtpn miR-375 miR-124 let-7b thus provide evidence coordinate microRNA control mammals	let-7b	Mtpn
406884	1573	22761738	mirlet7b	NEGATIVE	DIRECT	NA	CONCLUSIONS: Our results demonstrated that the decreased expression of let-7b could lead to the high expression of CYP2J2 protein in cancerous tissues.	CONCLUSIONS : Our results demonstrated that the decreased expression of let-7b could lead to the high expression of CYP2J2 protein in cancerous tissues .	CONCLUSIONS Our results demonstrated decreased expression let-7b could lead high expression CYP2J2 protein cancerous tissues	Let-7b	CYP2J2
406884	1573	22761738	mirlet7b	NEGATIVE	DIRECT	NA	CONCLUSIONS: Our results demonstrated that the decreased expression of let-7b could lead to the high expression of CYP2J2 protein in cancerous tissues.	CONCLUSIONS : Our results demonstrated that the decreased expression of let-7b could lead to the high expression of CYP2J2 protein in cancerous tissues .	CONCLUSIONS Our results demonstrated decreased expression let-7b could lead high expression CYP2J2 protein cancerous tissues	let-7b	CYP2J2
406884	1573	22761738	mirlet7b	NEGATIVE	DIRECT	NA	Furthermore, let-7b may diminish cell proliferation and promote cell apoptosis of tumor cells via posttranscriptional repression of CYP2J2.	Furthermore , let-7b may diminish cell proliferation and promote cell apoptosis of tumor cells via posttranscriptional repression of CYP2J2 .	Furthermore let-7b may diminish cell proliferation promote cell apoptosis tumor cells via posttranscriptional repression CYP2J2	Let-7b	CYP2J2
406884	1573	22761738	mirlet7b	NEGATIVE	DIRECT	NA	Furthermore, let-7b may diminish cell proliferation and promote cell apoptosis of tumor cells via posttranscriptional repression of CYP2J2.	Furthermore , let-7b may diminish cell proliferation and promote cell apoptosis of tumor cells via posttranscriptional repression of CYP2J2 .	Furthermore let-7b may diminish cell proliferation promote cell apoptosis tumor cells via posttranscriptional repression CYP2J2	let-7b	CYP2J2
406884	1573	22761738	mirlet7b	NEGATIVE	DIRECT	NA	In addition, let-7b decreased the enzymatic activity of endogenous CYP2J2.	In addition , let-7b decreased the enzymatic activity of endogenous CYP2J2 .	In addition let-7b decreased enzymatic activity endogenous CYP2J2	Let-7b	CYP2J2
406892	10217	24785011	mir100	NEGATIVE	INDIRECT	NA	CONCLUSION: I treatment inhibited the expression of miR-100, which modulated RBSP3 in FTC cells.	CONCLUSION : I treatment inhibited the expression of miR-100 , which modulated RBSP3 in FTC cells .	CONCLUSION I treatment inhibited expression miR-100 modulated RBSP3 FTC cells	miR-100	RBSP3
406892	10217	24785011	mir100	NEGATIVE	INDIRECT	NA	CONCLUSION: I treatment inhibited the expression of miR-100, which modulated RBSP3 in FTC cells.	CONCLUSION : I treatment inhibited the expression of miR-100 , which modulated RBSP3 in FTC cells .	CONCLUSION I treatment inhibited expression miR-100 modulated RBSP3 FTC cells	miR-100	RBSP3
406892	10217	24785011	mir100	NEGATIVE	INDIRECT	NA	CONCLUSION: I treatment inhibited the expression of miR-100, which modulated RBSP3 in FTC cells.	CONCLUSION : I treatment inhibited the expression of miR-100 , which modulated RBSP3 in FTC cells .	CONCLUSION I treatment inhibited expression miR-100 modulated RBSP3 FTC cells	miR-100	RBSP3
406892	2261	25344675	mir100	POSITIVE	INDIRECT	DOWN	FGFR3 was significantly downregulated by overexpressing miR-100 in pancreatic cancer cells and knocking down FGFR3 by siRNA exerted similar effect as miR-100.	FGFR3 was significantly downregulated by overexpressing miR-100 in pancreatic cancer cells and knocking down FGFR3 by siRNA exerted similar effect as miR-100 .	FGFR3 significantly downregulated overexpressing miR-100 pancreatic cancer cells knocking FGFR3 siRNA exerted similar effect miR-100	miR-100	FGFR3
406892	2261	25344675	mir100	POSITIVE	INDIRECT	DOWN	Luciferase essay showed FGFR3 was direct target of miR-100.	Luciferase essay showed FGFR3 was direct target of miR-100 .	Luciferase essay showed FGFR3 direct target miR-100	miR-100	FGFR3
406892	10217	24785011	mir100	NEGATIVE	INDIRECT	NA	CONCLUSION: I treatment inhibited the expression of miR-100, which modulated RBSP3 in FTC cells.	CONCLUSION : I treatment inhibited the expression of miR-100 , which modulated RBSP3 in FTC cells .	CONCLUSION I treatment inhibited expression miR-100 modulated RBSP3 FTC cells	miR-100	RBSP3
406892	10217	24785011	mir100	NEGATIVE	INDIRECT	NA	CONCLUSION: I treatment inhibited the expression of miR-100, which modulated RBSP3 in FTC cells.	CONCLUSION : I treatment inhibited the expression of miR-100 , which modulated RBSP3 in FTC cells .	CONCLUSION I treatment inhibited expression miR-100 modulated RBSP3 FTC cells	miR-100	RBSP3
406892	2261	25344675	mir100	POSITIVE	INDIRECT	DOWN	Our study demonstrated that miR-100 played an important role in pancreatic cancer development, possibly through targeting FGFR3.	Our study demonstrated that miR-100 played an important role in pancreatic cancer development , possibly through targeting FGFR3 .	Our study demonstrated miR-100 played important role pancreatic cancer development possibly targeting FGFR3	miR-100	FGFR3
406892	2261	25344675	mir100	POSITIVE	INDIRECT	DOWN	The predicted target of miR-100, fibroblast growth factor receptor 3 (FGFR3), was downregulated by siRNA to examine its effect on pancreatic cancer cells.	The predicted target of miR-100 , fibroblast growth factor receptor 3 ( FGFR3 ) , was downregulated by siRNA to examine its effect on pancreatic cancer cells .	The predicted target miR-100 fibroblast growth factor receptor 3 FGFR3 downregulated siRNA examine effect pancreatic cancer cells	miR-100	FGFR3
